Date,AAPL,TSLA,MSFT
2022-01-04,,,
2022-01-05,,,
2022-01-06,,,
2022-01-07,,,
2022-01-10,,,
2022-01-11,,,
2022-01-12,,,
2022-01-13,,,
2022-01-14,,,
2022-01-17,,,
2022-01-18,,,
2022-01-19,,,
2022-01-20,,,
2022-01-21,,,
2022-01-24,,,
2022-01-25,,,
2022-01-26,,,
2022-01-27,,,
2022-01-28,,,
2022-01-31,,,
2022-02-01,,,
2022-02-02,,,
2022-02-03,,,
2022-02-04,,,
2022-02-07,,,
2022-02-08,,,
2022-02-09,,,
2022-02-10,,,
2022-02-11,,,
2022-02-14,0.2498231862235279,0.49240132961760297,0.251299486556337
2022-02-15,0.2719233196448732,0.48833778274193723,0.2533158114016332
2022-02-16,0.2687385492650944,0.4987965669056416,0.25641815707040894
2022-02-17,0.25630978410967864,0.5147465771105277,0.27660641538853087
2022-02-18,0.2622943602333468,0.5054553243496182,0.2700371333309866
2022-02-21,0.2670768543902239,0.5141731929429741,0.2707010572302463
2022-02-22,0.24979746360878097,0.5141764889672922,0.26649618078458204
2022-02-23,0.2564552069804076,0.48984162003150755,0.27224060842338915
2022-02-24,0.26071531025407974,0.4932357668133779,0.2722685564698625
2022-02-25,0.257799229722902,0.5197951994729406,0.2683727170631301
2022-02-28,0.2646930871923597,0.5872690980706812,0.2670278443279198
2022-03-01,0.2662273340387697,0.5650105371026746,0.26906540419569047
2022-03-02,0.26463617702249714,0.5494260318289961,0.2615848372351453
2022-03-03,0.2525132420592383,0.5610636182296825,0.26761413831042097
2022-03-04,0.24926005437523296,0.5834294227809197,0.2670683134082899
2022-03-07,0.2497984252286025,0.5891876073847896,0.2651996086736611
2022-03-08,0.2473376035829224,0.5940701693434214,0.26493507274238537
2022-03-09,0.2553087226897036,0.5968277556616294,0.2655571078673933
2022-03-10,0.25513080063279425,0.6170151086036715,0.2673848684635947
2022-03-11,0.2598437573510023,0.6248814544754105,0.2672264125608071
2022-03-14,0.24521165822828342,0.6390905459638054,0.2658173716381911
2022-03-15,0.24522531906334233,0.6438964274192458,0.306869676100289
2022-03-16,0.2451582167011964,0.640860007010987,0.30714896111710255
2022-03-17,0.24273156404968457,0.6389267806309901,0.30841376014807625
2022-03-18,0.25098462524075776,0.6623496679907707,0.3069161532726775
2022-03-21,0.2573038755502491,0.6721877443100097,0.3120410896388061
2022-03-22,0.25465491513391614,0.6660381539084431,0.30834987701408206
2022-03-23,0.25311948356136843,0.6556722273282253,0.2859294850065844
2022-03-24,0.2535109019986711,0.6547841710554215,0.2882526094362663
2022-03-25,0.25998944493034976,0.6530132372694288,0.28719740907011637
2022-03-28,0.2594557770680359,0.6514929130755683,0.27800392591713646
2022-03-29,0.23712074940106656,0.6521690098382317,0.2757643011679514
2022-03-30,0.24151545521628456,0.6423524469135629,0.27668238146397467
2022-03-31,0.24288345165020878,0.6150105291409562,0.2670356112843694
2022-04-01,0.24276957169439708,0.6150696568791113,0.26699462801961427
2022-04-04,0.2501171240419261,0.6737551893423707,0.2655136416137256
2022-04-05,0.2494935361274416,0.6812189019927799,0.265143399957039
2022-04-06,0.2376255453815081,0.6775034649045025,0.2636669337245742
2022-04-07,0.22875359861769506,0.6790850406926522,0.2636527975332565
2022-04-08,0.2309051570606137,0.664334553348395,0.26267522381805103
2022-04-11,0.22831430164924224,0.6039855794405472,0.26191621182380076
2022-04-12,0.24222307249973493,0.6200165171885609,0.2578139644320987
2022-04-13,0.24213998526980898,0.6398316912526816,0.26345083565812716
2022-04-14,0.25429506508445404,0.6203369124792956,0.25481444270155656
2022-04-15,0.2775214882137904,0.5954412483488849,0.2696413462835171
