Date,AAPL,TSLA,MSFT
2022-01-04,-0.0019598236158745452,0.025519244020080656,-0.0038221804069152876
2022-01-05,0.009962436714028966,0.0494881385963184,-0.0021757026931672474
2022-01-06,0.037998802330012404,0.09720444925681626,0.0065565094672468405
2022-01-07,0.03418803418803407,0.13554483709026455,-0.017317417382100464
2022-01-10,0.030431705590941105,0.15732355546805765,-0.0248735740326943
2022-01-11,0.060046818008601344,0.1542228565803716,-0.01202516758791028
2022-01-12,0.07496325330720244,0.07855103848803968,-0.03078325296954021
2022-01-13,0.06663400293973543,0.0979181021754103,-0.025696812889568488
2022-01-14,0.0774130328270457,0.10751550349443773,-0.04571915794425507
2022-01-17,0.06913822200446407,0.12011516881582773,-0.038133599905915805
2022-01-18,0.06091785072676803,0.06326902254158795,-0.03807479713042461
2022-01-19,0.06592628885622553,0.01744758342356456,-0.061684111490062477
2022-01-20,0.03108498012956651,0.06248154345900092,-0.0437492649653064
2022-01-21,0.0006532745386251815,0.06098041145781963,-0.0541867576149595
2022-01-24,-0.008764766726549689,0.09119992125209064,-0.0656238974479596
2022-01-25,-0.025858783820566944,0.09270105325327171,-0.062095730918499514
2022-01-26,-0.019979312972943086,0.09425140269711463,-0.0444254968834531
2022-01-27,-0.03505906690620031,0.13731666502608397,-0.0590085852052219
2022-01-28,-0.05835919211715357,0.11376611871247033,-0.05753851581794689
2022-01-31,-0.03326256192498189,0.11839255832266837,-0.05059978831000844
2022-02-01,-0.036637813707877,0.0976227975194397,-0.039603669293190924
2022-02-02,-0.035004627361315044,0.0784772123240467,-0.036369516641185706
2022-02-03,-0.05852251075180992,0.0651392853627315,-0.04133835117017548
2022-02-04,-0.06706951929881844,0.0750812087803907,-0.05318711043161273
2022-02-07,-0.06478305841363152,0.05440988286248549,-0.05133482300364611
2022-02-08,-0.08318362458489825,0.11027168028349132,-0.06668234740679801
2022-02-09,-0.07665087919864955,0.0705532040555159,-0.10810890274020968
2022-02-10,-0.0859056018291684,0.06260458706565486,-0.10140538633423535
2022-02-11,-0.09020632587511535,0.04385274141155504,-0.08799835352228669
2022-02-14,-0.09935216941586333,0.10778619942907652,-0.12078090085852089
2022-02-15,-0.06902934291469287,0.11696525248547962,-0.1341291308949787
2022-02-16,-0.06881158473515103,0.16539521606457197,-0.12513230624485527
2022-02-17,-0.0855789645598557,0.09683531843685267,-0.09578972127484475
2022-02-18,-0.07175132015896302,0.10911507038094181,-0.09493708103022536
2022-02-21,-0.0910773585932817,0.15048233093808316,-0.10472774314947741
2022-02-22,-0.08732102999618874,0.15459198740033342,-0.10678584029166249
2022-02-23,-0.11791605422178619,0.2063195196377583,-0.0866752910737395
2022-02-24,-0.1378953671947296,0.18126784132296359,-0.09537810184640794
2022-02-25,-0.13452011541183462,0.25169800177182666,-0.10616841114900699
2022-02-28,-0.12276117371658724,0.3755290875086119,-0.11240150535105331
2022-03-01,-0.11965811965811912,0.3554975883453084,-0.12513230624485538
2022-03-02,-0.1210191082802542,0.33125799783443144,-0.12289780077619739
2022-03-03,-0.12526539278131577,0.4131804311447964,-0.09964130306950558
2022-03-04,-0.14736784800479008,0.5078993995471981,-0.09449606021404278
2022-03-07,-0.1577658010779024,0.4762525839157383,-0.09755380453957496
2022-03-08,-0.16413522782949486,0.4513485579289285,-0.10117017523227168
2022-03-09,-0.14802112254341504,0.4349837582439202,-0.12248618134776035
2022-03-10,-0.1424138494202184,0.3584014174623473,-0.10966717629072154
2022-03-11,-0.16827263324078567,0.3085195393247355,-0.1102552040456315
2022-03-14,-0.16315531602155775,0.25605374544738546,-0.11222509702458017
2022-03-15,-0.16838151233055665,0.21741805295796723,-0.0658885099376697
2022-03-16,-0.177853993140617,0.21591692095678616,-0.06091967540868004
2022-03-17,-0.1685448309652129,0.22790136824490514,-0.07144537222156955
2022-03-18,-0.1529206815831018,0.3086425829313897,-0.07709043866870591
2022-03-21,-0.13843976264358404,0.25647209371000956,-0.05968481712336904
2022-03-22,-0.15074309978768552,0.3083964957180809,-0.05745031165471082
2022-03-23,-0.1549349447438617,0.2972487449552106,-0.07803128307656193
2022-03-24,-0.14959986934509195,0.29488630770745017,-0.06400682112195744
2022-03-25,-0.1344112363220641,0.33140565016241585,-0.07326825826179062
2022-03-28,-0.14127061897762505,0.2718525445417841,-0.04495472186287264
2022-03-29,-0.14366595895258283,0.29217934836105774,-0.027990121133718016
2022-03-30,-0.15983450378354802,0.3012599665321374,-0.034223215335764334
2022-03-31,-0.17698296042245054,0.3280342553400908,-0.013965659179113743
2022-04-01,-0.16467962327834917,0.34412835909046,-0.012319181465365703
2022-04-04,-0.1440470357667808,0.4865882468746905,0.0016170763260021648
2022-04-05,-0.14475474985029102,0.44854316369721237,0.009908267670233784
2022-04-06,-0.12907616092329455,0.4176838271483396,-0.0028813359990594867
2022-04-07,-0.12308781098589994,0.38222265971059954,-0.012348582853110912
2022-04-08,-0.13256029179596052,0.3514125406043884,0.004410208161824913
2022-04-11,-0.12662638140345128,0.31686189585588975,-0.00026461248970988116
2022-04-12,-0.10218302574990457,0.38283787774387057,-0.006027284487828188
2022-04-13,-0.10229190483967521,0.4659415296781164,-0.020286957544396356
2022-04-14,-0.07675975828842041,0.43237523378285103,-0.013142420322239667
2022-04-15,-0.11802493331155728,0.38465892312235317,0.020051746442431684
2022-04-18,-0.10474168435951847,0.41192538635692344,0.0036457720804419225
2022-04-19,-0.10294517937829994,0.38062309282409523,0.004616017876043488
2022-04-20,-0.10719146387936151,0.41714243527906136,0.02784311419498975
2022-04-21,-0.10534051935325761,0.4292499261738343,0.027166882276843385
2022-04-22,-0.13577222494419883,0.3435131410571892,0.03510525696812894
2022-04-25,-0.13865752082312532,0.43168618958558747,0.018552275667411466
2022-04-26,-0.13283248952038718,0.5412442169504854,0.02604962954251433
2022-04-27,-0.10947792476454843,0.5033467861009924,0.023638715747383188
2022-04-28,-0.11720834013827597,0.47996850083669473,0.040279901211336844
2022-04-29,-0.12929391910283583,0.4976867801948994,0.060537457367987324
2022-05-02,-0.13653437857259465,0.5186288020474441,0.1053451722921317
2022-05-03,-0.12205345963307701,0.5604636283098714,0.11613548159473064
2022-05-04,-0.11655506559965123,0.69465498572694,0.12254498412324999
2022-05-05,-0.12433992051826415,0.6827689733241444,0.12666117840762015
2022-05-06,-0.11595623060591176,0.6289743084949293,0.12107491473597487
2022-05-09,-0.1139964069900371,0.5398169111132973,0.12774902975420366
2022-05-10,-0.09831781806304063,0.4947337336351989,0.12319181465365081
2022-05-11,-0.10898796886057993,0.4929865144207095,0.12683758673409296
2022-05-12,-0.11372420926561,0.6071463726744746,0.15115253439962273
2022-05-13,-0.11938592193369213,0.573752337828525,0.13371751146654054
2022-05-16,-0.14143393761228096,0.5885667880696903,0.15494531341879259
2022-05-17,-0.13653437857259454,0.5878039177084344,0.17984828883923254
2022-05-18,-0.13212477543687695,0.6673146963283771,0.17834881806421188
2022-05-19,-0.13163481953290834,0.8494192341765903,0.1403034223215327
2022-05-20,-0.13479231313626172,0.8100206713259159,0.13013054216158926
2022-05-23,-0.15575153791714247,0.7744610690028528,0.1541220745619185
2022-05-24,-0.16157656921988084,0.8523476720149603,0.15438668705162795
2022-05-25,-0.16620393053514015,0.9051579879909419,0.13703986828178216
2022-05-26,-0.1775273558713043,1.0552219706664019,0.128719275549805
2022-05-27,-0.17948717948717896,1.1053745447386532,0.1444490179936484
2022-05-30,-0.17322663182535736,1.075031991337728,0.155033517582029
2022-05-31,-0.14486362894006144,1.1262427404272053,0.1513583441138413
2022-06-01,-0.14181501442647892,1.22544049611182,0.14541926378924996
2022-06-02,-0.13751429038053187,1.3019244020080691,0.1390685640362217
2022-06-03,-0.1382220044640421,1.3507234964071246,0.12330942020463276
2022-06-06,-0.16647612825956715,1.4561472585884414,0.15291661766435283
2022-06-07,-0.16647612825956715,1.5771237326508487,0.14777137480889002
2022-06-08,-0.16522401872720283,1.7277044984742567,0.17067505586263576
2022-06-09,-0.12771517230115892,1.8017029235160913,0.19978242973068228
2022-06-10,-0.13027383091077294,1.7831479476326382,0.21951076090791366
2022-06-13,-0.12521095323643028,1.8004724874495492,0.21198400564506548
2022-06-14,-0.12531983232620114,1.942883157791118,0.22042220392802436
2022-06-15,-0.14274048668953065,1.8466138399448737,0.22068681641773402
2022-06-16,-0.1248843159671178,1.8904911900777606,0.2041632365047621
2022-06-17,-0.11279873700255794,1.8448912294517146,0.21104316123720945
2022-06-20,-0.09989656486471699,1.8488040161433186,0.18949194401975689
2022-06-21,-0.11377864881049526,2.002485480854412,0.21266023756321206
2022-06-22,-0.09118623768305234,2.0266758539226277,0.2045454545454537
2022-06-23,-0.11290761609232891,2.033049512747315,0.209073268258261
2022-06-24,-0.1032718166476122,1.86935229845457,0.21521815829707092
2022-06-27,-0.06750503565790122,1.958952652820157,0.2109843584617186
2022-06-28,-0.08323806412978307,2.038807953538731,0.22295072327413767
2022-06-29,-0.09189395176656245,2.320922334875477,0.21457132776666987
2022-06-30,-0.08987968860580231,2.2799734225809596,0.23206515347524337
2022-07-01,-0.09750122488975899,2.310192932375231,0.20695636834058484
2022-07-04,-0.12140018509445183,2.344842012009053,0.2100729154416081
2022-07-05,-0.11993031738254589,2.568732158677032,0.24832412089850564
2022-07-06,-0.13588110403396958,2.5555418840437016,0.2295660355168756
2022-07-07,-0.12820512820512742,2.5971060143714904,0.2172174526637649
2022-07-08,-0.1418150144264786,2.6884781966728974,0.22786075502763636
2022-07-11,-0.11758941695247327,2.7175164878432887,0.23206515347524315
2022-07-12,-0.1292939191028354,2.6509006792007055,0.2396213101258371
2022-07-13,-0.13381240132832395,2.6807756668963454,0.24994119722450825
2022-07-14,-0.12091022919048311,2.8469583620435053,0.2632600258732207
2022-07-15,-0.13936523490663522,2.6893395019194775,0.28631071386569396
2022-07-18,-0.1355000272197715,2.710207697608029,0.2953957426790539
2022-07-19,-0.1149218792530885,2.6060881976572463,0.2912501470069382
2022-07-20,-0.13925635581686446,2.7876759523575125,0.3057744325532161
2022-07-21,-0.13598998312374022,2.559356235849983,0.3462307420910262
2022-07-22,-0.131634819532908,2.479525543852739,0.344231447724332
2022-07-25,-0.11916816375415029,2.5343783836991807,0.32453251793484594
2022-07-26,-0.13773204856007348,2.76912097647406,0.34864165588615714
2022-07-27,-0.1572214056290483,2.759720444925679,0.34687757262142704
2022-07-28,-0.14900103435135215,2.675952357515501,0.30236387157473743
2022-07-29,-0.14410147531166573,2.97106014371493,0.3206515347524397
2022-08-01,-0.13990963035548953,2.743207992912686,0.3103316476537685
2022-08-02,-0.13424791768740751,2.421596613839943,0.309243796307185
2022-08-03,-0.1441559148565511,2.484496505561569,0.31688815712101537
2022-08-04,-0.140236267624802,2.414263214883353,0.3216511819357868
2022-08-05,-0.13539114813000097,2.2751008957574546,0.33729272021639356
2022-08-08,-0.14578910120311328,2.372157692686286,0.3289427260966713
2022-08-09,-0.11677282377919251,2.406659119992123,0.3405268728683988
2022-08-10,-0.10893352931569433,2.329535387341272,0.3358520522168642
2022-08-11,-0.12706189776253418,2.160104340978441,0.3522874279665995
2022-08-12,-0.11644618650988003,2.2756915050693944,0.3662530871457126
2022-08-15,-0.1311448636289394,2.3647504675657034,0.3470833823356456
