Date,AAPL,TSLA,MSFT
2022-01-04,-0.0019598236158745452,0.025519244020080656,-0.0038221804069152876
2022-01-05,0.01194567173948613,0.023372447387997042,0.0016527949943923037
2022-01-06,0.027759810263044304,0.045466269608647636,0.008751252283575983
2022-01-07,-0.0036712644883830636,0.03494370430179883,-0.023718416824886845
2022-01-10,-0.003632152445122938,0.01917909153952846,-0.007689315740657565
2022-01-11,0.02874049027895187,-0.002679197941695688,0.013176144244105181
2022-01-12,0.014071487263763505,-0.06556083832590665,-0.01898640002380736
2022-01-13,-0.007748404740200554,0.017956557451857202,0.0052479902927347055
2022-01-14,0.010105649977032671,0.0087414546677127,-0.020550425493391256
2022-01-17,-0.007680258703451126,0.011376513720697812,0.0079489786486735
2022-01-18,-0.007688782524568394,-0.050750269130215186,6.113403637497683e-05
2022-01-19,0.004720853858785068,-0.04309486888698588,-0.024543815141975234
2022-01-20,-0.03268641470888667,0.04426170032652066,0.01911386852165209
2022-01-21,-0.029514255543822587,-0.001412854661262286,-0.010915016603123884
2022-01-24,-0.009411892715303738,0.028482627452799614,-0.012092387080729905
2022-01-25,-0.01724516695957834,0.0013756709214738372,0.0037759597230961894
2022-01-26,0.006035542639991176,0.0014188230524965206,0.018840125391849538
2022-01-27,-0.015387179202310919,0.03935591238249447,-0.015261068890187968
2022-01-28,-0.024146685472496432,-0.020707114419248884,0.0015622558975159073
2022-01-31,0.026652020581603875,0.004153869948518629,0.007362345967867778
2022-02-01,-0.003491384164883482,-0.018571082799744842,0.011582174599733541
2022-02-02,0.0016952983725133652,-0.017442772907651838,0.003367518750956755
2022-02-03,-0.024370980480649895,-0.012367370222475804,-0.005156369183829113
2022-02-04,-0.009078293049612496,0.009333918628560811,-0.012359688400907953
2022-02-07,0.002450837369434522,-0.019227687870533527,0.001956339471477886
2022-02-08,-0.01967518481867392,0.05297920507853515,-0.016178020207029187
2022-02-09,0.007125467608811942,-0.03577365516324238,-0.044386340725806384
2022-02-10,-0.010022993927244928,-0.007424775302852571,0.007516070545574349
2022-02-11,-0.004704901435292674,-0.01764705882352946,0.014920001308772024
2022-02-14,-0.010052656773575919,0.06124758357301152,-0.035945710693445876
2022-02-15,0.03366779497098649,0.008285942775901889,-0.015181915462814444
2022-02-16,0.00023390445003235172,0.04335852299015186,0.010390492359932058
2022-02-17,-0.018006430868167222,-0.058829740059547775,0.03353945422771876
2022-02-18,0.015121747931178042,0.011195620470709766,0.000942966768550324
2022-02-21,-0.02081989326139222,0.037297537164410866,-0.010817659097553833
2022-02-22,0.004132726401533393,0.0035721161044683925,-0.0022988505747125743
2022-02-23,-0.033522218908440204,0.04480156869431773,0.022514812376563498
2022-02-24,-0.022650126519780156,-0.020767033863729134,-0.009528714911151148
2022-02-25,0.003915130083354201,0.059622515728511294,-0.011927977119084776
2022-02-28,0.013586614668511743,0.09893048128342263,-0.006973454820565106
2022-03-01,0.003537296760580899,-0.01456275941033347,-0.014342972605915993
2022-03-02,-0.0015459773668913268,-0.017882429831887037,0.0025541067347760738
2022-03-03,-0.004830917874396157,0.061537608370149766,0.026515151515151603
2022-03-04,-0.025267612646253435,0.06702538919653112,0.005714658916500692
2022-03-07,-0.012195121951219523,-0.020987352101183188,-0.0033768426521203487
2022-03-08,-0.0075625363583480265,-0.0168697594559003,-0.0040072978432267314
2022-03-09,0.01927836394424909,-0.011275582006544882,-0.023715285728304614
2022-03-10,0.00658146964856221,-0.0533680889010838,0.014608322723313139
2022-03-11,-0.03015298673268585,-0.036721014492753556,-0.0006604583581004686
2022-03-14,0.0061526377798140075,-0.04009553720873371,-0.0022139977529576083
2022-03-15,-0.006245120999219367,-0.030759585431319958,0.05219407186620306
2022-03-16,-0.01139041633935578,-0.0012330456226880004,0.005319316357684567
2022-03-17,0.011323003575685275,0.009856304391823612,-0.011208515967438881
